split,filename,image_path,image_id,ann_id,layer,group,wb1,wb2,wb_product,wb_sum,area_px,log_area_px,bbox_w,bbox_h,bbox_aspect,roi_bg_pixels,ndg,delta_g,abs_delta_g,g_flake_median,g_bg_plane_median,g_delta_p10,g_delta_p90,g_delta_iqr,iqr_ndg,g_bg_std,g_flake_std,plane_a,plane_b,plane_c
train,2-3-3-9_png.rf.6ad0195ee94d29f2341764fb60ffdbad.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-3-3-9_png.rf.6ad0195ee94d29f2341764fb60ffdbad.jpg,116,152,2,png,2.3,3.9,8.969999999999999,6.199999999999999,963,6.871091294610546,32.0,64.0,0.5,17358,-0.09395251942636001,-9.870219230651855,9.870219230651855,95.0,105.0553970336914,-13.083505249023437,-4.075462341308594,9.008042907714843,0.08574564622154493,1.2513750791549683,3.478525161743164,-0.00026582725695334375,0.003247677581384778,102.78663635253906
train,1-4-3-9_png.rf.0fdbff91ebd47b339231347992816d49.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-9_png.rf.0fdbff91ebd47b339231347992816d49.jpg,117,153,2,png,1.4,3.9,5.46,5.3,940,6.846943139585379,32.0,64.0,0.5,17381,-0.10544690232535048,-12.963407516479492,12.963407516479492,109.0,122.93777465820312,-16.941304779052736,-5.93214111328125,11.009163665771485,0.08955069909455929,1.1594913005828857,4.198252201080322,-0.0026975851505994797,0.002564882393926382,124.78642272949219
train,1-7-3-6_png.rf.72f174885e3aac98ef00a88f99d20e2a.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-6_png.rf.72f174885e3aac98ef00a88f99d20e2a.jpg,118,154,2,png,1.7,3.6,6.12,5.3,1017,6.925595197110468,35.0,64.0,0.546875,19029,-0.1278318533080647,-17.095657348632812,17.095657348632812,115.0,133.73550415039062,-22.763760375976563,-6.70035400390625,16.06340637207031,0.12011325245393627,1.2923108339309692,6.03910493850708,-0.0005784043460153043,0.005951776169240475,129.7095184326172
train,1-7-4-8_png.rf.0b274182b440cd293e10d8df5a2a7e91.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-8_png.rf.0b274182b440cd293e10d8df5a2a7e91.jpg,119,155,1,png,1.7,4.8,8.16,6.5,1518,7.325807502595773,31.0,81.0,0.38271604938271603,20954,-0.02314349723538483,-2.3604073524475098,2.3604073524475098,100.0,101.9900894165039,-4.149073791503906,-0.11474533081054725,4.034328460693359,0.0395560831819462,8.690521240234375,1.6109251976013184,0.014083673246204853,-0.0026771046686917543,86.46410369873047
train,2-1-4-2-1_png.rf.36f8d96e373b6d31efde0dfce503e0f3.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-1-4-2-1_png.rf.36f8d96e373b6d31efde0dfce503e0f3.jpg,121,157,1,1_png,2.1,4.2,8.82,6.300000000000001,5172,8.551208070003515,126.0,61.0,2.0655737704918034,63738,-0.02920082686669174,-2.569899559020996,2.569899559020996,85.0,88.00776672363281,-4.289591979980469,-0.43116378784179654,3.8584281921386725,0.043841905501989804,5.604515075683594,1.6889560222625732,0.0049941763281822205,-0.00851393211632967,89.70823669433594
train,1-4-4-5_png.rf.0c46c8d98d95b2ae47d6c0e48b06e8fa.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-5_png.rf.0c46c8d98d95b2ae47d6c0e48b06e8fa.jpg,122,158,1,png,1.4,4.5,6.3,5.9,4919,8.501063809486354,123.0,53.0,2.3207547169811322,53557,-0.05087812677110945,-6.073674201965332,6.073674201965332,113.0,119.37692260742188,-8.287252807617188,-3.363294982910156,4.923957824707031,0.04124714992779434,4.785037994384766,1.9985929727554321,0.005108248442411423,-0.0053011695854365826,117.65039825439453
train,1-7-4-2-3-10_png.rf.7679f0ec5ca9b83fc0d351112c117ff9.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-2-3-10_png.rf.7679f0ec5ca9b83fc0d351112c117ff9.jpg,123,159,3,3-10_png,1.7,4.2,7.14,5.9,987,6.895682697747868,40.0,42.0,0.9523809523809523,14025,-0.20789920780992763,-13.346651077270508,13.346651077270508,51.0,64.19770050048828,-14.218495178222657,-10.224124145507812,3.994371032714845,0.062219845906855566,2.295297145843506,1.9897191524505615,2.4653149012010545e-05,-0.0034522307105362415,65.95488739013672
train,1-4-4-5_png.rf.3384aaea34011903dcc46bc9e0b28463.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-5_png.rf.3384aaea34011903dcc46bc9e0b28463.jpg,126,162,4,png,1.4,4.5,6.3,5.9,3702,8.216898580913613,190.0,58.0,3.2758620689655173,95215,-0.25107725933245134,-30.570573806762695,30.570573806762695,91.0,121.75763702392578,-34.66874008178711,-25.436538696289062,9.232201385498044,0.0758244132455025,24.183034896850586,5.493778705596924,-0.009710699319839478,-0.0329597145318985,171.79092407226562
train,2-0-3-9_png.rf.02a4293495d8b213047de38eb520f58b.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-9_png.rf.02a4293495d8b213047de38eb520f58b.jpg,127,163,1,png,2.0,3.9,7.8,5.9,3156,8.057377488557991,171.0,61.0,2.80327868852459,90476,-0.08752607606283586,-8.504289627075195,8.504289627075195,89.0,97.16292572021484,-14.213447570800781,-3.1467132568359375,11.066734313964844,0.11389873485110998,12.658503532409668,4.155361652374268,0.00041143264388665557,-0.012573117390275002,110.1890640258789
train,1-7-3-3_png.rf.7842110fda0332a6eb1dc904daa5ae88.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-3_png.rf.7842110fda0332a6eb1dc904daa5ae88.jpg,128,166,7,png,1.7,3.3,5.609999999999999,5.0,816,6.705639094860003,65.0,27.0,2.4074074074074074,14872,-0.3777030107606951,-42.258365631103516,42.258365631103516,67.0,111.88252258300781,-47.93593215942383,-17.780288696289062,30.155643463134766,0.2695295276414751,11.236337661743164,12.217577934265137,-0.004123424645513296,0.0004040841304231435,118.04612731933594
train,2-3-3-3_png.rf.dfcbc56ae1408f12a0f69efcd50c35fc.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-3-3-3_png.rf.dfcbc56ae1408f12a0f69efcd50c35fc.jpg,129,167,7,png,2.3,3.3,7.589999999999999,5.6,611,6.416732282512326,23.0,56.0,0.4107142857142857,10887,-0.30395580573592124,-23.992263793945312,23.992263793945312,50.0,78.93339538574219,-39.83427429199219,2.3249969482421875,42.159271240234375,0.5341119691380923,21.045917510986328,15.920166969299316,0.057794831693172455,0.09492581337690353,-91.30195617675781
train,1-4-3-6_png.rf.3504810b84707c55679a3b80b22f71a2.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-6_png.rf.3504810b84707c55679a3b80b22f71a2.jpg,131,171,2,png,1.4,3.6,5.04,5.0,951,6.858565034791365,35.0,63.0,0.5555555555555556,18781,-0.09837297048976273,-13.216886520385742,13.216886520385742,120.0,134.3548583984375,-17.282989501953125,-6.465179443359375,10.81781005859375,0.08051670172218765,1.3715866804122925,3.8926544189453125,-0.0016922714421525598,0.0053222631104290485,132.47897338867188
train,0-8-4-5-6-10-6_png.rf.94be8c2ed6d542cb9104859b3b07bee4.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/0-8-4-5-6-10-6_png.rf.94be8c2ed6d542cb9104859b3b07bee4.jpg,132,172,6,6-10-6_png,0.8,4.5,3.6,5.3,2025,7.613818684808629,41.0,131.0,0.31297709923664124,46058,-0.2840516361311514,-38.80515670776367,38.80515670776367,96.0,136.613037109375,-45.500143432617186,-22.2013427734375,23.298800659179687,0.17054595338895967,11.758698463439941,9.288775444030762,0.003247615648433566,-0.006871943827718496,138.03070068359375
train,1-4-4-5_png.rf.4b994a44226b69733801be9ebc44900a.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-5_png.rf.4b994a44226b69733801be9ebc44900a.jpg,134,174,1,png,1.4,4.5,6.3,5.9,1553,7.348587530927593,33.0,83.0,0.39759036144578314,22956,-0.05409071081921131,-6.378493309020996,6.378493309020996,111.0,117.92215728759766,-8.851644897460938,-3.06962890625,5.782015991210938,0.04903248146240499,8.10559368133545,2.475801467895508,0.01061831321567297,0.005465439986437559,98.75191497802734
train,1-7-3-9_png.rf.e4855ba88d4a56fe2d6644c804db2daf.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-3-9_png.rf.e4855ba88d4a56fe2d6644c804db2daf.jpg,135,177,7,png,1.7,3.9,6.63,5.6,869,6.76849321164863,63.0,24.0,2.625,12637,-0.3673642124706336,-39.51272964477539,39.51272964477539,65.0,107.557373046875,-46.529083251953125,-15.567916870117184,30.96116638183594,0.2878572198703908,12.108430862426758,11.764476776123047,-0.0063197617419064045,0.011767767369747162,105.99710845947266
train,1-1-3-6_png.rf.6ec68f766515aa0aa5e43a9d399924a6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-3-6_png.rf.6ec68f766515aa0aa5e43a9d399924a6.jpg,136,180,7,png,1.1,3.6,3.9600000000000004,4.7,891,6.79346613258001,64.0,25.0,2.56,13405,-0.35109471006932136,-45.86752700805664,45.86752700805664,81.0,130.64146423339844,-54.68058776855469,-20.621322631835938,34.05926513671875,0.2607079255929796,12.873034477233887,12.880213737487793,-0.004773116670548916,0.0038251327350735664,134.46099853515625
train,2-0-3-3_png.rf.61fa30be9cc8bd88306eaf38921a9d89.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-3_png.rf.61fa30be9cc8bd88306eaf38921a9d89.jpg,137,181,1,png,2.0,3.3,6.6,5.3,1322,7.187657164114956,29.0,76.0,0.3815789473684211,18394,-0.03422270952036153,-3.4559359550476074,3.4559359550476074,98.0,100.98370361328125,-5.838785552978516,-1.8897300720214842,3.949055480957032,0.03910586896357064,8.727983474731445,1.6244052648544312,0.01319983508437872,0.0004329591174609959,83.49104309082031
train,1-1-3-3_png.rf.1588a2e811cff88ce0bac79c7ea61845.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-3-3_png.rf.1588a2e811cff88ce0bac79c7ea61845.jpg,138,182,4,png,1.1,3.3,3.63,4.4,4002,8.294799358992574,192.0,59.0,3.2542372881355934,97684,-0.20264521818056994,-34.680328369140625,34.680328369140625,135.0,171.13815307617188,-39.56690673828125,-22.841024780273436,16.72588195800781,0.097733215284632,18.36334991455078,6.697974681854248,-0.010898890905082226,-0.028186509385704994,218.07582092285156
train,1-4-3-9_png.rf.85c28f6f8e6a969c6fd4c0fb92eafb27.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-9_png.rf.85c28f6f8e6a969c6fd4c0fb92eafb27.jpg,139,183,7,png,1.4,3.9,5.46,5.3,632,6.450470422144176,23.0,55.0,0.41818181818181815,10660,-0.19219944479936385,-22.415925979614258,22.415925979614258,90.0,116.62846374511719,-41.26695251464844,7.180895996093749,48.44784851074219,0.415403298260203,30.621965408325195,17.989376068115234,0.11149381846189499,0.13510273396968842,-169.6751708984375
train,1-4-4-2_png.rf.2b241c541e53703f4cfa1fa7cc620976.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-2_png.rf.2b241c541e53703f4cfa1fa7cc620976.jpg,141,187,1,png,1.4,4.2,5.88,5.6,3013,8.01102337918644,170.0,60.0,2.8333333333333335,88542,-0.08681355292637637,-11.224860191345215,11.224860191345215,119.0,129.29847717285156,-19.285586547851562,-4.268154907226562,15.017431640624999,0.11614546411516567,11.038122177124023,5.551822185516357,0.0014080727705731988,-0.009188788942992687,137.28204345703125
train,2-0-4-2_png.rf.98bc283adde2dbb44e27c9ad58658945.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-4-2_png.rf.98bc283adde2dbb44e27c9ad58658945.jpg,142,188,1,png,2.0,4.2,8.4,6.2,1538,7.338888133838879,30.0,82.0,0.36585365853658536,20475,-0.03911485669768701,-3.667999029159546,3.667999029159546,90.0,93.77508544921875,-5.777821350097656,-0.9201507568359375,4.857670593261719,0.05180129210217839,8.494477272033691,1.7779736518859863,0.010326679795980453,0.000572540215216577,79.87623596191406
train,1-1-4-2_png.rf.192a8910caa9681319fc4b8f3b54a568.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-4-2_png.rf.192a8910caa9681319fc4b8f3b54a568.jpg,144,190,1,png,1.1,4.2,4.620000000000001,5.300000000000001,3035,8.01829613851552,170.0,61.0,2.7868852459016393,90049,-0.0718059596985699,-9.866896629333496,9.866896629333496,128.0,137.41055297851562,-16.010321044921874,-3.4217071533203125,12.588613891601561,0.09161315211044826,11.265243530273438,4.5982890129089355,-0.0005307579995132983,-0.014541500248014927,153.87510681152344
train,1-1-3-9-3-10-4_png.rf.2ac73102331695d1ab2a5504200617cf.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-3-9-3-10-4_png.rf.2ac73102331695d1ab2a5504200617cf.jpg,146,192,3,3-10-4_png,1.1,3.9,4.29,5.0,668,6.505784060128229,24.0,53.0,0.4528301886792453,10688,-0.11510299773509547,-14.268766403198242,14.268766403198242,109.0,123.96520233154297,-19.98324661254883,-5.07665786743164,14.906588745117189,0.12024817016996232,1.455919623374939,5.784941673278809,0.008520121686160564,-0.005421790294349194,120.90719604492188
train,1-4-4-8-6-10-6_png.rf.4c6d6e5257ddef4e0c3174bbe588323e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-8-6-10-6_png.rf.4c6d6e5257ddef4e0c3174bbe588323e.jpg,148,194,6,6-10-6_png,1.4,4.8,6.72,6.199999999999999,1921,7.561121589530238,41.0,130.0,0.3153846153846154,45774,-0.3238376203641467,-27.63080406188965,27.63080406188965,56.0,85.3230209350586,-31.494094848632812,-17.23626708984375,14.257827758789062,0.1671041133159249,12.050463676452637,6.279463768005371,0.004760489333420992,-0.007823023945093155,86.14979553222656
train,1-7-4-2_png.rf.5ff41208008705b9770f63ea4dbea60f.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-2_png.rf.5ff41208008705b9770f63ea4dbea60f.jpg,149,195,1,png,1.7,4.2,7.14,5.9,3102,8.04012466444838,169.0,61.0,2.7704918032786887,89434,-0.0759573316068095,-8.903239250183105,8.903239250183105,109.0,117.21369171142578,-14.254043579101562,-3.2013816833496094,11.052661895751953,0.09429497300505688,12.732367515563965,4.146419048309326,0.0010350171942263842,-0.013453483581542969,130.3213348388672
train,1-4-4-2-3-10_png.rf.e3750ae200a5faa3365b5be9523e0d23.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-2-3-10_png.rf.e3750ae200a5faa3365b5be9523e0d23.jpg,150,196,3,3-10_png,1.4,4.2,5.88,5.6,1125,7.026426808699636,40.0,43.0,0.9302325581395349,14243,-0.18135919495430802,-16.11747932434082,16.11747932434082,72.0,88.8704833984375,-18.45802154541015,-10.843473815917969,7.614547729492182,0.08568140329960285,2.375556230545044,3.1969594955444336,-0.002282441593706608,-0.006234520580619574,93.71566009521484
train,2-0-3-3_png.rf.8c8fa38a667aad6e8e1a28522f7b8c05.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-3_png.rf.8c8fa38a667aad6e8e1a28522f7b8c05.jpg,151,197,1,png,2.0,3.3,6.6,5.3,3147,8.054522609537294,170.0,62.0,2.7419354838709675,91466,-0.0881686099982045,-8.890312194824219,8.890312194824219,93.0,100.83307647705078,-14.896269226074219,-3.59578857421875,11.30048065185547,0.11207116798055264,12.24389362335205,4.3658037185668945,0.0008891291217878461,-0.01250499114394188,113.1241455078125
train,1-4-3-9_png.rf.f492364b1989e6d604c0bcf83c304dd5.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-9_png.rf.f492364b1989e6d604c0bcf83c304dd5.jpg,152,198,4,png,1.4,3.9,5.46,5.3,3910,8.271548374755515,191.0,58.0,3.293103448275862,95528,-0.21177201474719345,-29.558223724365234,29.558223724365234,110.0,139.57568359375,-34.23215942382812,-24.157928466796875,10.074230957031247,0.07217755054206561,22.728748321533203,5.09536075592041,-0.00926309172064066,-0.03510628268122673,191.13099670410156
train,2-0-3-9_png.rf.2d0fa58956a4d1ac285dbc1a12d01391.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-9_png.rf.2d0fa58956a4d1ac285dbc1a12d01391.jpg,153,201,7,png,2.0,3.9,7.8,5.9,821,6.71174039505618,62.0,23.0,2.6956521739130435,11913,-0.4185732519901718,-40.56147003173828,40.56147003173828,53.0,96.90411376953125,-47.91053771972656,-18.91956329345703,28.99097442626953,0.2991717616366553,13.104023933410645,11.294921875,-0.005266471300274134,0.005382958799600601,99.981201171875
train,2-0-4-2_png.rf.cb19a97a29e34391c96a782353238491.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-4-2_png.rf.cb19a97a29e34391c96a782353238491.jpg,155,205,7,png,2.0,4.2,8.4,6.2,906,6.810142450115136,65.0,25.0,2.6,13614,-0.40021886902040443,-37.893531799316406,37.893531799316406,53.0,94.68202209472656,-46.713829040527344,-11.604568481445312,35.10926055908203,0.3708123229978787,12.235433578491211,13.524203300476074,-0.003897438058629632,0.005530660506337881,95.42892456054688
train,1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,159,209,4,png,1.7,4.2,7.14,5.9,8456,9.042749779782222,170.0,100.0,1.7,134554,-0.16918820026483278,-19.744705200195312,19.744705200195312,97.0,116.7026138305664,-21.65130615234375,-17.356521606445312,4.2947845458984375,0.03680109986339963,17.266294479370117,3.2870547771453857,-0.004873431753367186,-0.003607888240367174,127.53605651855469
train,1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,159,210,3,png,1.7,4.2,7.14,5.9,6568,8.790116892892472,157.0,80.0,1.9625,94495,-0.1462776272803513,-17.34479331970215,17.34479331970215,101.0,118.57447814941406,-19.231890869140624,-15.29024658203125,3.9416442871093746,0.03324192818409509,19.58562469482422,1.5169117450714111,-0.017037754878401756,-0.0013136338675394654,145.30484008789062
train,1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-7-4-2_png.rf.a0c8cd567cf1c01c15786eb9f5331acb.jpg,159,211,4,png,1.7,4.2,7.14,5.9,2400,7.783640596221253,106.0,48.0,2.2083333333333335,31886,-0.15042423609349692,-17.44695281982422,17.44695281982422,98.0,115.9849853515625,-19.991146087646484,-11.070477294921876,8.920668792724609,0.07691227244358516,4.247264385223389,4.193669319152832,0.0016914751613512635,-0.006954338401556015,120.84803771972656
train,2-0-4-8_png.rf.53b04d9d63e6fd61efd21f41f820fd82.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-4-8_png.rf.53b04d9d63e6fd61efd21f41f820fd82.jpg,160,212,4,png,2.0,4.8,9.6,6.8,3836,8.252446090246952,191.0,57.0,3.3508771929824563,93884,-0.24828937674100904,-23.20665740966797,23.20665740966797,70.0,93.46617126464844,-28.979877471923828,-14.314323425292969,14.66555404663086,0.15690761532432418,26.80406379699707,5.891972064971924,-0.011472071520984173,-0.04011676460504532,153.8008270263672
train,2-0-3-6_png.rf.f1151441a4078957ec81bd359f4d54eb.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-6_png.rf.f1151441a4078957ec81bd359f4d54eb.jpg,161,213,1,png,2.0,3.6,7.2,5.6,1414,7.254884810077338,30.0,79.0,0.379746835443038,19775,-0.04033035068831916,-3.9541633129119873,3.9541633129119873,94.0,98.04435729980469,-6.129266357421875,-1.799932861328125,4.329333496093749,0.044156885876209154,8.555656433105469,1.8397828340530396,0.014222421683371067,0.0022998328786343336,77.36758422851562
train,2-0-4-8_png.rf.81c85930fae436c944a9307d8a6e0964.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-4-8_png.rf.81c85930fae436c944a9307d8a6e0964.jpg,162,216,7,png,2.0,4.8,9.6,6.8,947,6.854354502255021,64.0,23.0,2.782608695652174,12191,-0.44007529207240853,-39.9705924987793,39.9705924987793,48.0,90.82671356201172,-47.77992248535156,-14.73431396484375,33.04560852050781,0.36383137982798425,11.798722267150879,12.850953102111816,-0.005264527164399624,0.010833507403731346,88.50838470458984
train,2-3-3-6_png.rf.bc8daff3409f607faf21d7a9c3fe3ff1.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-3-3-6_png.rf.bc8daff3409f607faf21d7a9c3fe3ff1.jpg,163,217,7,png,2.3,3.6,8.28,5.9,604,6.405228458030842,22.0,56.0,0.39285714285714285,10391,-0.32849659602976145,-24.982267379760742,24.982267379760742,46.0,76.05030822753906,-40.07942657470703,2.186836242675783,42.26626281738281,0.5557671468066122,20.67086410522461,15.965543746948242,0.03860644996166229,0.08978398144245148,-60.7094612121582
train,1-4-3-6_png.rf.e93f378564d40fcce19c08ba50d4b80e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-3-6_png.rf.e93f378564d40fcce19c08ba50d4b80e.jpg,165,221,4,png,1.4,3.6,5.04,5.0,3940,8.279189777195004,192.0,58.0,3.310344827586207,96019,-0.19518499921073984,-29.13155174255371,29.13155174255371,120.0,149.2509765625,-33.27792205810547,-23.11190185546875,10.166020202636716,0.06811359253237191,21.770736694335938,4.698462963104248,-0.010390892624855042,-0.03864351660013199,206.3291778564453
train,2-0-4-5_png.rf.4c9934d349af1eda4c6c7785f44129ac.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-4-5_png.rf.4c9934d349af1eda4c6c7785f44129ac.jpg,166,222,1,png,2.0,4.5,9.0,6.5,3167,8.060855752934316,171.0,62.0,2.7580645161290325,92003,-0.08720031580389674,-8.161972045898438,8.161972045898438,86.0,93.60025787353516,-13.574722290039062,-2.814616394042968,10.760105895996094,0.11495807960843708,13.094676971435547,3.961965322494507,0.0006075457786209881,-0.013019619509577751,106.83509826660156
train,1-1-3-9-6-10-6_png.rf.a6d86d0be239e9a254f67bd788881162.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-3-9-6-10-6_png.rf.a6d86d0be239e9a254f67bd788881162.jpg,170,226,6,6-10-6_png,1.1,3.9,4.29,5.0,1763,7.475339236566737,41.0,131.0,0.31297709923664124,46285,-0.2772223354368082,-34.69602966308594,34.69602966308594,89.0,125.15596771240234,-39.138006591796874,-22.651939392089854,16.48606719970702,0.1317241798456673,12.638593673706055,7.013876438140869,0.006211640778928995,-0.005366408731788397,123.6878890991211
train,1-4-4-2_png.rf.b9bce9e89341019f970ca2be00e06b77.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-2_png.rf.b9bce9e89341019f970ca2be00e06b77.jpg,171,229,7,png,1.4,4.2,5.88,5.6,817,6.706862336602747,54.0,23.0,2.347826086956522,10253,-0.3730578214208289,-44.664241790771484,44.664241790771484,73.0,119.72471618652344,-49.772422790527344,-27.27588500976565,22.496537780761695,0.18790220179527117,13.353378295898438,11.624268531799316,-0.003614804707467556,0.009076139889657497,116.50518798828125
train,2-0-3-6_png.rf.617f80c39459b022af975862a515149e.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/2-0-3-6_png.rf.617f80c39459b022af975862a515149e.jpg,172,232,7,png,2.0,3.6,7.2,5.6,756,6.6293632534374485,60.0,21.0,2.857142857142857,10488,-0.43320073379564145,-42.9218864440918,42.9218864440918,55.0,99.08082580566406,-48.0916862487793,-31.04662322998047,17.045063018798828,0.17203190304681967,13.508149147033691,7.394223690032959,-0.0062027303501963615,0.013966270722448826,95.15379333496094
train,1-1-3-3_png.rf.49cebed77ee5ec9b29f049acad6e2b79.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-3-3_png.rf.49cebed77ee5ec9b29f049acad6e2b79.jpg,175,235,1,png,1.1,3.3,3.63,4.4,2975,7.998335395952982,171.0,61.0,2.80327868852459,90657,-0.05538888882386602,-9.387446403503418,9.387446403503418,161.0,169.48248291015625,-16.499600219726563,-3.4135040283203124,13.08609619140625,0.07721208685822283,9.666919708251953,5.094674587249756,0.0021008888725191355,-0.009512284770607948,176.86073303222656
train,1-1-4-8_png.rf.1f04a8d9e38671b2b8b86c184b6acdb6.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-1-4-8_png.rf.1f04a8d9e38671b2b8b86c184b6acdb6.jpg,176,236,4,png,1.1,4.8,5.28,5.9,3812,8.246171559857563,192.0,60.0,3.2,99601,-0.17286739669057005,-20.963260650634766,20.963260650634766,100.0,121.26786804199219,-24.417283630371095,-14.885247802734375,9.53203582763672,0.07860314509970608,23.830915451049805,4.480995178222656,-0.01293970551341772,-0.03092009760439396,174.33624267578125
train,1-4-4-5-6-10-6_png.rf.e42d961d8ada7d8a4badb8588d4beb48.jpg,/mnt/tf_data/TechFin/home/group_6/Data/white_balance_copy_layers.v9-10x.coco-segmentation/train/1-4-4-5-6-10-6_png.rf.e42d961d8ada7d8a4badb8588d4beb48.jpg,177,237,6,6-10-6_png,1.4,4.5,6.3,5.9,1739,7.461640392208575,36.0,128.0,0.28125,39487,-0.3053326864390622,-37.460601806640625,37.460601806640625,84.0,122.68782043457031,-41.72944030761719,-26.258686828613282,15.470753479003907,0.12609852733714913,12.504459381103516,6.6727681159973145,0.004741405136883259,-0.00794351939111948,123.60901641845703
